Date,Month,Month_Year,Year,Week_day,Quarter,Quarter_Year,Week_Num,Month_Num,Day_Num,Date_Num
2017/11/21,November,Nov-2017,2017,Tuesday,Q4,Q4_2017,47,11,3,21
2017/11/22,November,Nov-2017,2017,Wednesday,Q4,Q4_2017,47,11,4,22
2017/11/23,November,Nov-2017,2017,Thursday,Q4,Q4_2017,47,11,5,23
2017/11/24,November,Nov-2017,2017,Friday,Q4,Q4_2017,47,11,6,24
2017/11/25,November,Nov-2017,2017,Saturday,Q4,Q4_2017,47,11,7,25
2017/11/26,November,Nov-2017,2017,Sunday,Q4,Q4_2017,48,11,1,26
2017/11/27,November,Nov-2017,2017,Monday,Q4,Q4_2017,48,11,2,27
2017/11/28,November,Nov-2017,2017,Tuesday,Q4,Q4_2017,48,11,3,28
2017/11/29,November,Nov-2017,2017,Wednesday,Q4,Q4_2017,48,11,4,29
2017/11/30,November,Nov-2017,2017,Thursday,Q4,Q4_2017,48,11,5,30
2017/12/01,December,Dec-2017,2017,Friday,Q4,Q4_2017,48,12,6,01
2017/12/02,December,Dec-2017,2017,Saturday,Q4,Q4_2017,48,12,7,02
2017/12/03,December,Dec-2017,2017,Sunday,Q4,Q4_2017,49,12,1,03
2017/12/04,December,Dec-2017,2017,Monday,Q4,Q4_2017,49,12,2,04
2017/12/05,December,Dec-2017,2017,Tuesday,Q4,Q4_2017,49,12,3,05
2017/12/06,December,Dec-2017,2017,Wednesday,Q4,Q4_2017,49,12,4,06
2017/12/07,December,Dec-2017,2017,Thursday,Q4,Q4_2017,49,12,5,07
2017/12/08,December,Dec-2017,2017,Friday,Q4,Q4_2017,49,12,6,08
2017/12/09,December,Dec-2017,2017,Saturday,Q4,Q4_2017,49,12,7,09
2017/12/10,December,Dec-2017,2017,Sunday,Q4,Q4_2017,50,12,1,10
2017/12/11,December,Dec-2017,2017,Monday,Q4,Q4_2017,50,12,2,11
2017/12/12,December,Dec-2017,2017,Tuesday,Q4,Q4_2017,50,12,3,12
2017/12/13,December,Dec-2017,2017,Wednesday,Q4,Q4_2017,50,12,4,13
2017/12/14,December,Dec-2017,2017,Thursday,Q4,Q4_2017,50,12,5,14
2017/12/15,December,Dec-2017,2017,Friday,Q4,Q4_2017,50,12,6,15
2017/12/16,December,Dec-2017,2017,Saturday,Q4,Q4_2017,50,12,7,16
2017/12/17,December,Dec-2017,2017,Sunday,Q4,Q4_2017,51,12,1,17
2017/12/18,December,Dec-2017,2017,Monday,Q4,Q4_2017,51,12,2,18
2017/12/19,December,Dec-2017,2017,Tuesday,Q4,Q4_2017,51,12,3,19
2017/12/20,December,Dec-2017,2017,Wednesday,Q4,Q4_2017,51,12,4,20
2017/12/21,December,Dec-2017,2017,Thursday,Q4,Q4_2017,51,12,5,21
2017/12/22,December,Dec-2017,2017,Friday,Q4,Q4_2017,51,12,6,22
2017/12/23,December,Dec-2017,2017,Saturday,Q4,Q4_2017,51,12,7,23
2017/12/24,December,Dec-2017,2017,Sunday,Q4,Q4_2017,52,12,1,24
2017/12/25,December,Dec-2017,2017,Monday,Q4,Q4_2017,52,12,2,25
2017/12/26,December,Dec-2017,2017,Tuesday,Q4,Q4_2017,52,12,3,26
2017/12/27,December,Dec-2017,2017,Wednesday,Q4,Q4_2017,52,12,4,27
2017/12/28,December,Dec-2017,2017,Thursday,Q4,Q4_2017,52,12,5,28
2017/12/29,December,Dec-2017,2017,Friday,Q4,Q4_2017,52,12,6,29
2017/12/30,December,Dec-2017,2017,Saturday,Q4,Q4_2017,52,12,7,30
2017/12/31,December,Dec-2017,2017,Sunday,Q4,Q4_2017,53,12,1,31
2018/01/01,January,Jan-2018,2018,Monday,Q1,Q1_2018,1,1,2,01
2018/01/02,January,Jan-2018,2018,Tuesday,Q1,Q1_2018,1,1,3,02
2018/01/03,January,Jan-2018,2018,Wednesday,Q1,Q1_2018,1,1,4,03
2018/01/04,January,Jan-2018,2018,Thursday,Q1,Q1_2018,1,1,5,04
2018/01/05,January,Jan-2018,2018,Friday,Q1,Q1_2018,1,1,6,05
2018/01/06,January,Jan-2018,2018,Saturday,Q1,Q1_2018,1,1,7,06
2018/01/07,January,Jan-2018,2018,Sunday,Q1,Q1_2018,2,1,1,07
2018/01/08,January,Jan-2018,2018,Monday,Q1,Q1_2018,2,1,2,08
2018/01/09,January,Jan-2018,2018,Tuesday,Q1,Q1_2018,2,1,3,09
2018/01/10,January,Jan-2018,2018,Wednesday,Q1,Q1_2018,2,1,4,10
2018/01/11,January,Jan-2018,2018,Thursday,Q1,Q1_2018,2,1,5,11
2018/01/12,January,Jan-2018,2018,Friday,Q1,Q1_2018,2,1,6,12
2018/01/13,January,Jan-2018,2018,Saturday,Q1,Q1_2018,2,1,7,13
2018/01/14,January,Jan-2018,2018,Sunday,Q1,Q1_2018,3,1,1,14
2018/01/15,January,Jan-2018,2018,Monday,Q1,Q1_2018,3,1,2,15
2018/01/16,January,Jan-2018,2018,Tuesday,Q1,Q1_2018,3,1,3,16
2018/01/17,January,Jan-2018,2018,Wednesday,Q1,Q1_2018,3,1,4,17
2018/01/18,January,Jan-2018,2018,Thursday,Q1,Q1_2018,3,1,5,18
2018/01/19,January,Jan-2018,2018,Friday,Q1,Q1_2018,3,1,6,19
2018/01/20,January,Jan-2018,2018,Saturday,Q1,Q1_2018,3,1,7,20
2018/01/21,January,Jan-2018,2018,Sunday,Q1,Q1_2018,4,1,1,21
2018/01/22,January,Jan-2018,2018,Monday,Q1,Q1_2018,4,1,2,22
2018/01/23,January,Jan-2018,2018,Tuesday,Q1,Q1_2018,4,1,3,23
2018/01/24,January,Jan-2018,2018,Wednesday,Q1,Q1_2018,4,1,4,24
2018/01/25,January,Jan-2018,2018,Thursday,Q1,Q1_2018,4,1,5,25
2018/01/26,January,Jan-2018,2018,Friday,Q1,Q1_2018,4,1,6,26
2018/01/27,January,Jan-2018,2018,Saturday,Q1,Q1_2018,4,1,7,27
2018/01/28,January,Jan-2018,2018,Sunday,Q1,Q1_2018,5,1,1,28
2018/01/29,January,Jan-2018,2018,Monday,Q1,Q1_2018,5,1,2,29
2018/01/30,January,Jan-2018,2018,Tuesday,Q1,Q1_2018,5,1,3,30
2018/01/31,January,Jan-2018,2018,Wednesday,Q1,Q1_2018,5,1,4,31
2018/02/01,February,Feb-2018,2018,Thursday,Q1,Q1_2018,5,2,5,01
2018/02/02,February,Feb-2018,2018,Friday,Q1,Q1_2018,5,2,6,02
2018/02/03,February,Feb-2018,2018,Saturday,Q1,Q1_2018,5,2,7,03
2018/02/04,February,Feb-2018,2018,Sunday,Q1,Q1_2018,6,2,1,04
2018/02/05,February,Feb-2018,2018,Monday,Q1,Q1_2018,6,2,2,05
2018/02/06,February,Feb-2018,2018,Tuesday,Q1,Q1_2018,6,2,3,06
2018/02/07,February,Feb-2018,2018,Wednesday,Q1,Q1_2018,6,2,4,07
2018/02/08,February,Feb-2018,2018,Thursday,Q1,Q1_2018,6,2,5,08
2018/02/09,February,Feb-2018,2018,Friday,Q1,Q1_2018,6,2,6,09
2018/02/10,February,Feb-2018,2018,Saturday,Q1,Q1_2018,6,2,7,10
2018/02/11,February,Feb-2018,2018,Sunday,Q1,Q1_2018,7,2,1,11
2018/02/12,February,Feb-2018,2018,Monday,Q1,Q1_2018,7,2,2,12
2018/02/13,February,Feb-2018,2018,Tuesday,Q1,Q1_2018,7,2,3,13
2018/02/14,February,Feb-2018,2018,Wednesday,Q1,Q1_2018,7,2,4,14
2018/02/15,February,Feb-2018,2018,Thursday,Q1,Q1_2018,7,2,5,15
2018/02/16,February,Feb-2018,2018,Friday,Q1,Q1_2018,7,2,6,16
2018/02/17,February,Feb-2018,2018,Saturday,Q1,Q1_2018,7,2,7,17
2018/02/18,February,Feb-2018,2018,Sunday,Q1,Q1_2018,8,2,1,18
2018/02/19,February,Feb-2018,2018,Monday,Q1,Q1_2018,8,2,2,19
2018/02/20,February,Feb-2018,2018,Tuesday,Q1,Q1_2018,8,2,3,20
2018/02/21,February,Feb-2018,2018,Wednesday,Q1,Q1_2018,8,2,4,21
2018/02/22,February,Feb-2018,2018,Thursday,Q1,Q1_2018,8,2,5,22
2018/02/23,February,Feb-2018,2018,Friday,Q1,Q1_2018,8,2,6,23
2018/02/24,February,Feb-2018,2018,Saturday,Q1,Q1_2018,8,2,7,24
2018/02/25,February,Feb-2018,2018,Sunday,Q1,Q1_2018,9,2,1,25
2018/02/26,February,Feb-2018,2018,Monday,Q1,Q1_2018,9,2,2,26
2018/02/27,February,Feb-2018,2018,Tuesday,Q1,Q1_2018,9,2,3,27
2018/02/28,February,Feb-2018,2018,Wednesday,Q1,Q1_2018,9,2,4,28
2018/03/01,March,Mar-2018,2018,Thursday,Q1,Q1_2018,9,3,5,01
2018/03/02,March,Mar-2018,2018,Friday,Q1,Q1_2018,9,3,6,02
2018/03/03,March,Mar-2018,2018,Saturday,Q1,Q1_2018,9,3,7,03
2018/03/04,March,Mar-2018,2018,Sunday,Q1,Q1_2018,10,3,1,04
2018/03/05,March,Mar-2018,2018,Monday,Q1,Q1_2018,10,3,2,05
2018/03/06,March,Mar-2018,2018,Tuesday,Q1,Q1_2018,10,3,3,06
2018/03/07,March,Mar-2018,2018,Wednesday,Q1,Q1_2018,10,3,4,07
2018/03/08,March,Mar-2018,2018,Thursday,Q1,Q1_2018,10,3,5,08
2018/03/09,March,Mar-2018,2018,Friday,Q1,Q1_2018,10,3,6,09
2018/03/10,March,Mar-2018,2018,Saturday,Q1,Q1_2018,10,3,7,10
2018/03/11,March,Mar-2018,2018,Sunday,Q1,Q1_2018,11,3,1,11
2018/03/12,March,Mar-2018,2018,Monday,Q1,Q1_2018,11,3,2,12
2018/03/13,March,Mar-2018,2018,Tuesday,Q1,Q1_2018,11,3,3,13
2018/03/14,March,Mar-2018,2018,Wednesday,Q1,Q1_2018,11,3,4,14
2018/03/15,March,Mar-2018,2018,Thursday,Q1,Q1_2018,11,3,5,15
2018/03/16,March,Mar-2018,2018,Friday,Q1,Q1_2018,11,3,6,16
2018/03/17,March,Mar-2018,2018,Saturday,Q1,Q1_2018,11,3,7,17
2018/03/18,March,Mar-2018,2018,Sunday,Q1,Q1_2018,12,3,1,18
2018/03/19,March,Mar-2018,2018,Monday,Q1,Q1_2018,12,3,2,19
2018/03/20,March,Mar-2018,2018,Tuesday,Q1,Q1_2018,12,3,3,20
2018/03/21,March,Mar-2018,2018,Wednesday,Q1,Q1_2018,12,3,4,21
2018/03/22,March,Mar-2018,2018,Thursday,Q1,Q1_2018,12,3,5,22
2018/03/23,March,Mar-2018,2018,Friday,Q1,Q1_2018,12,3,6,23
2018/03/24,March,Mar-2018,2018,Saturday,Q1,Q1_2018,12,3,7,24
2018/03/25,March,Mar-2018,2018,Sunday,Q1,Q1_2018,13,3,1,25
2018/03/26,March,Mar-2018,2018,Monday,Q1,Q1_2018,13,3,2,26
2018/03/27,March,Mar-2018,2018,Tuesday,Q1,Q1_2018,13,3,3,27
2018/03/28,March,Mar-2018,2018,Wednesday,Q1,Q1_2018,13,3,4,28
2018/03/29,March,Mar-2018,2018,Thursday,Q1,Q1_2018,13,3,5,29
2018/03/30,March,Mar-2018,2018,Friday,Q1,Q1_2018,13,3,6,30
2018/03/31,March,Mar-2018,2018,Saturday,Q1,Q1_2018,13,3,7,31
2018/04/01,April,Apr-2018,2018,Sunday,Q2,Q2_2018,14,4,1,01
2018/04/02,April,Apr-2018,2018,Monday,Q2,Q2_2018,14,4,2,02
2018/04/03,April,Apr-2018,2018,Tuesday,Q2,Q2_2018,14,4,3,03
2018/04/04,April,Apr-2018,2018,Wednesday,Q2,Q2_2018,14,4,4,04
2018/04/05,April,Apr-2018,2018,Thursday,Q2,Q2_2018,14,4,5,05
2018/04/06,April,Apr-2018,2018,Friday,Q2,Q2_2018,14,4,6,06
2018/04/07,April,Apr-2018,2018,Saturday,Q2,Q2_2018,14,4,7,07
2018/04/08,April,Apr-2018,2018,Sunday,Q2,Q2_2018,15,4,1,08
2018/04/09,April,Apr-2018,2018,Monday,Q2,Q2_2018,15,4,2,09
2018/04/10,April,Apr-2018,2018,Tuesday,Q2,Q2_2018,15,4,3,10
2018/04/11,April,Apr-2018,2018,Wednesday,Q2,Q2_2018,15,4,4,11
2018/04/12,April,Apr-2018,2018,Thursday,Q2,Q2_2018,15,4,5,12
2018/04/13,April,Apr-2018,2018,Friday,Q2,Q2_2018,15,4,6,13
2018/04/14,April,Apr-2018,2018,Saturday,Q2,Q2_2018,15,4,7,14
2018/04/15,April,Apr-2018,2018,Sunday,Q2,Q2_2018,16,4,1,15
2018/04/16,April,Apr-2018,2018,Monday,Q2,Q2_2018,16,4,2,16
2018/04/17,April,Apr-2018,2018,Tuesday,Q2,Q2_2018,16,4,3,17
2018/04/18,April,Apr-2018,2018,Wednesday,Q2,Q2_2018,16,4,4,18
2018/04/19,April,Apr-2018,2018,Thursday,Q2,Q2_2018,16,4,5,19
2018/04/20,April,Apr-2018,2018,Friday,Q2,Q2_2018,16,4,6,20
2018/04/21,April,Apr-2018,2018,Saturday,Q2,Q2_2018,16,4,7,21
2018/04/22,April,Apr-2018,2018,Sunday,Q2,Q2_2018,17,4,1,22
2018/04/23,April,Apr-2018,2018,Monday,Q2,Q2_2018,17,4,2,23
2018/04/24,April,Apr-2018,2018,Tuesday,Q2,Q2_2018,17,4,3,24
2018/04/25,April,Apr-2018,2018,Wednesday,Q2,Q2_2018,17,4,4,25
2018/04/26,April,Apr-2018,2018,Thursday,Q2,Q2_2018,17,4,5,26
2018/04/27,April,Apr-2018,2018,Friday,Q2,Q2_2018,17,4,6,27
2018/04/28,April,Apr-2018,2018,Saturday,Q2,Q2_2018,17,4,7,28
2018/04/29,April,Apr-2018,2018,Sunday,Q2,Q2_2018,18,4,1,29
2018/04/30,April,Apr-2018,2018,Monday,Q2,Q2_2018,18,4,2,30
2018/05/01,May,May-2018,2018,Tuesday,Q2,Q2_2018,18,5,3,01
2018/05/02,May,May-2018,2018,Wednesday,Q2,Q2_2018,18,5,4,02
2018/05/03,May,May-2018,2018,Thursday,Q2,Q2_2018,18,5,5,03
2018/05/04,May,May-2018,2018,Friday,Q2,Q2_2018,18,5,6,04
2018/05/05,May,May-2018,2018,Saturday,Q2,Q2_2018,18,5,7,05
2018/05/06,May,May-2018,2018,Sunday,Q2,Q2_2018,19,5,1,06
2018/05/07,May,May-2018,2018,Monday,Q2,Q2_2018,19,5,2,07
2018/05/08,May,May-2018,2018,Tuesday,Q2,Q2_2018,19,5,3,08
2018/05/09,May,May-2018,2018,Wednesday,Q2,Q2_2018,19,5,4,09
2018/05/10,May,May-2018,2018,Thursday,Q2,Q2_2018,19,5,5,10
2018/05/11,May,May-2018,2018,Friday,Q2,Q2_2018,19,5,6,11
2018/05/12,May,May-2018,2018,Saturday,Q2,Q2_2018,19,5,7,12
2018/05/13,May,May-2018,2018,Sunday,Q2,Q2_2018,20,5,1,13
2018/05/14,May,May-2018,2018,Monday,Q2,Q2_2018,20,5,2,14
2018/05/15,May,May-2018,2018,Tuesday,Q2,Q2_2018,20,5,3,15
2018/05/16,May,May-2018,2018,Wednesday,Q2,Q2_2018,20,5,4,16
2018/05/17,May,May-2018,2018,Thursday,Q2,Q2_2018,20,5,5,17
2018/05/18,May,May-2018,2018,Friday,Q2,Q2_2018,20,5,6,18
2018/05/19,May,May-2018,2018,Saturday,Q2,Q2_2018,20,5,7,19
2018/05/20,May,May-2018,2018,Sunday,Q2,Q2_2018,21,5,1,20
2018/05/21,May,May-2018,2018,Monday,Q2,Q2_2018,21,5,2,21
2018/05/22,May,May-2018,2018,Tuesday,Q2,Q2_2018,21,5,3,22
2018/05/23,May,May-2018,2018,Wednesday,Q2,Q2_2018,21,5,4,23
2018/05/24,May,May-2018,2018,Thursday,Q2,Q2_2018,21,5,5,24
2018/05/25,May,May-2018,2018,Friday,Q2,Q2_2018,21,5,6,25
2018/05/26,May,May-2018,2018,Saturday,Q2,Q2_2018,21,5,7,26
2018/05/27,May,May-2018,2018,Sunday,Q2,Q2_2018,22,5,1,27
2018/05/28,May,May-2018,2018,Monday,Q2,Q2_2018,22,5,2,28
2018/05/29,May,May-2018,2018,Tuesday,Q2,Q2_2018,22,5,3,29
2018/05/30,May,May-2018,2018,Wednesday,Q2,Q2_2018,22,5,4,30
2018/05/31,May,May-2018,2018,Thursday,Q2,Q2_2018,22,5,5,31
2018/06/01,June,Jun-2018,2018,Friday,Q2,Q2_2018,22,6,6,01
2018/06/02,June,Jun-2018,2018,Saturday,Q2,Q2_2018,22,6,7,02
2018/06/03,June,Jun-2018,2018,Sunday,Q2,Q2_2018,23,6,1,03
2018/06/04,June,Jun-2018,2018,Monday,Q2,Q2_2018,23,6,2,04
2018/06/05,June,Jun-2018,2018,Tuesday,Q2,Q2_2018,23,6,3,05
2018/06/06,June,Jun-2018,2018,Wednesday,Q2,Q2_2018,23,6,4,06
2018/06/07,June,Jun-2018,2018,Thursday,Q2,Q2_2018,23,6,5,07
2018/06/08,June,Jun-2018,2018,Friday,Q2,Q2_2018,23,6,6,08
2018/06/09,June,Jun-2018,2018,Saturday,Q2,Q2_2018,23,6,7,09
2018/06/10,June,Jun-2018,2018,Sunday,Q2,Q2_2018,24,6,1,10
2018/06/11,June,Jun-2018,2018,Monday,Q2,Q2_2018,24,6,2,11
2018/06/12,June,Jun-2018,2018,Tuesday,Q2,Q2_2018,24,6,3,12
2018/06/13,June,Jun-2018,2018,Wednesday,Q2,Q2_2018,24,6,4,13
2018/06/14,June,Jun-2018,2018,Thursday,Q2,Q2_2018,24,6,5,14
2018/06/15,June,Jun-2018,2018,Friday,Q2,Q2_2018,24,6,6,15
2018/06/16,June,Jun-2018,2018,Saturday,Q2,Q2_2018,24,6,7,16
2018/06/17,June,Jun-2018,2018,Sunday,Q2,Q2_2018,25,6,1,17
2018/06/18,June,Jun-2018,2018,Monday,Q2,Q2_2018,25,6,2,18
2018/06/19,June,Jun-2018,2018,Tuesday,Q2,Q2_2018,25,6,3,19
2018/06/20,June,Jun-2018,2018,Wednesday,Q2,Q2_2018,25,6,4,20
2018/06/21,June,Jun-2018,2018,Thursday,Q2,Q2_2018,25,6,5,21
2018/06/22,June,Jun-2018,2018,Friday,Q2,Q2_2018,25,6,6,22
2018/06/23,June,Jun-2018,2018,Saturday,Q2,Q2_2018,25,6,7,23
2018/06/24,June,Jun-2018,2018,Sunday,Q2,Q2_2018,26,6,1,24
2018/06/25,June,Jun-2018,2018,Monday,Q2,Q2_2018,26,6,2,25
2018/06/26,June,Jun-2018,2018,Tuesday,Q2,Q2_2018,26,6,3,26
2018/06/27,June,Jun-2018,2018,Wednesday,Q2,Q2_2018,26,6,4,27
2018/06/28,June,Jun-2018,2018,Thursday,Q2,Q2_2018,26,6,5,28
2018/06/29,June,Jun-2018,2018,Friday,Q2,Q2_2018,26,6,6,29
2018/06/30,June,Jun-2018,2018,Saturday,Q2,Q2_2018,26,6,7,30
2018/07/01,July,Jul-2018,2018,Sunday,Q3,Q3_2018,27,7,1,01
2018/07/02,July,Jul-2018,2018,Monday,Q3,Q3_2018,27,7,2,02
2018/07/03,July,Jul-2018,2018,Tuesday,Q3,Q3_2018,27,7,3,03
2018/07/04,July,Jul-2018,2018,Wednesday,Q3,Q3_2018,27,7,4,04
2018/07/05,July,Jul-2018,2018,Thursday,Q3,Q3_2018,27,7,5,05
2018/07/06,July,Jul-2018,2018,Friday,Q3,Q3_2018,27,7,6,06
2018/07/07,July,Jul-2018,2018,Saturday,Q3,Q3_2018,27,7,7,07
2018/07/08,July,Jul-2018,2018,Sunday,Q3,Q3_2018,28,7,1,08
2018/07/09,July,Jul-2018,2018,Monday,Q3,Q3_2018,28,7,2,09
2018/07/10,July,Jul-2018,2018,Tuesday,Q3,Q3_2018,28,7,3,10
2018/07/11,July,Jul-2018,2018,Wednesday,Q3,Q3_2018,28,7,4,11
2018/07/12,July,Jul-2018,2018,Thursday,Q3,Q3_2018,28,7,5,12
2018/07/13,July,Jul-2018,2018,Friday,Q3,Q3_2018,28,7,6,13
2018/07/14,July,Jul-2018,2018,Saturday,Q3,Q3_2018,28,7,7,14
2018/07/15,July,Jul-2018,2018,Sunday,Q3,Q3_2018,29,7,1,15
2018/07/16,July,Jul-2018,2018,Monday,Q3,Q3_2018,29,7,2,16
2018/07/17,July,Jul-2018,2018,Tuesday,Q3,Q3_2018,29,7,3,17
2018/07/18,July,Jul-2018,2018,Wednesday,Q3,Q3_2018,29,7,4,18
2018/07/19,July,Jul-2018,2018,Thursday,Q3,Q3_2018,29,7,5,19
2018/07/20,July,Jul-2018,2018,Friday,Q3,Q3_2018,29,7,6,20
2018/07/21,July,Jul-2018,2018,Saturday,Q3,Q3_2018,29,7,7,21
2018/07/22,July,Jul-2018,2018,Sunday,Q3,Q3_2018,30,7,1,22
2018/07/23,July,Jul-2018,2018,Monday,Q3,Q3_2018,30,7,2,23
2018/07/24,July,Jul-2018,2018,Tuesday,Q3,Q3_2018,30,7,3,24
2018/07/25,July,Jul-2018,2018,Wednesday,Q3,Q3_2018,30,7,4,25
2018/07/26,July,Jul-2018,2018,Thursday,Q3,Q3_2018,30,7,5,26
2018/07/27,July,Jul-2018,2018,Friday,Q3,Q3_2018,30,7,6,27
2018/07/28,July,Jul-2018,2018,Saturday,Q3,Q3_2018,30,7,7,28
2018/07/29,July,Jul-2018,2018,Sunday,Q3,Q3_2018,31,7,1,29
2018/07/30,July,Jul-2018,2018,Monday,Q3,Q3_2018,31,7,2,30
2018/07/31,July,Jul-2018,2018,Tuesday,Q3,Q3_2018,31,7,3,31
2018/08/01,August,Aug-2018,2018,Wednesday,Q3,Q3_2018,31,8,4,01
2018/08/02,August,Aug-2018,2018,Thursday,Q3,Q3_2018,31,8,5,02
2018/08/03,August,Aug-2018,2018,Friday,Q3,Q3_2018,31,8,6,03
2018/08/04,August,Aug-2018,2018,Saturday,Q3,Q3_2018,31,8,7,04
2018/08/05,August,Aug-2018,2018,Sunday,Q3,Q3_2018,32,8,1,05
2018/08/06,August,Aug-2018,2018,Monday,Q3,Q3_2018,32,8,2,06
2018/08/07,August,Aug-2018,2018,Tuesday,Q3,Q3_2018,32,8,3,07
2018/08/08,August,Aug-2018,2018,Wednesday,Q3,Q3_2018,32,8,4,08
2018/08/09,August,Aug-2018,2018,Thursday,Q3,Q3_2018,32,8,5,09
2018/08/10,August,Aug-2018,2018,Friday,Q3,Q3_2018,32,8,6,10
2018/08/11,August,Aug-2018,2018,Saturday,Q3,Q3_2018,32,8,7,11
2018/08/12,August,Aug-2018,2018,Sunday,Q3,Q3_2018,33,8,1,12
2018/08/13,August,Aug-2018,2018,Monday,Q3,Q3_2018,33,8,2,13
2018/08/14,August,Aug-2018,2018,Tuesday,Q3,Q3_2018,33,8,3,14
2018/08/15,August,Aug-2018,2018,Wednesday,Q3,Q3_2018,33,8,4,15
2018/08/16,August,Aug-2018,2018,Thursday,Q3,Q3_2018,33,8,5,16
2018/08/17,August,Aug-2018,2018,Friday,Q3,Q3_2018,33,8,6,17
2018/08/18,August,Aug-2018,2018,Saturday,Q3,Q3_2018,33,8,7,18
2018/08/19,August,Aug-2018,2018,Sunday,Q3,Q3_2018,34,8,1,19
2018/08/20,August,Aug-2018,2018,Monday,Q3,Q3_2018,34,8,2,20
2018/08/21,August,Aug-2018,2018,Tuesday,Q3,Q3_2018,34,8,3,21
2018/08/22,August,Aug-2018,2018,Wednesday,Q3,Q3_2018,34,8,4,22
2018/08/23,August,Aug-2018,2018,Thursday,Q3,Q3_2018,34,8,5,23
2018/08/24,August,Aug-2018,2018,Friday,Q3,Q3_2018,34,8,6,24
2018/08/25,August,Aug-2018,2018,Saturday,Q3,Q3_2018,34,8,7,25
2018/08/26,August,Aug-2018,2018,Sunday,Q3,Q3_2018,35,8,1,26
2018/08/27,August,Aug-2018,2018,Monday,Q3,Q3_2018,35,8,2,27
2018/08/28,August,Aug-2018,2018,Tuesday,Q3,Q3_2018,35,8,3,28
2018/08/29,August,Aug-2018,2018,Wednesday,Q3,Q3_2018,35,8,4,29
2018/08/30,August,Aug-2018,2018,Thursday,Q3,Q3_2018,35,8,5,30
2018/08/31,August,Aug-2018,2018,Friday,Q3,Q3_2018,35,8,6,31
2018/09/01,September,Sep-2018,2018,Saturday,Q3,Q3_2018,35,9,7,01
2018/09/02,September,Sep-2018,2018,Sunday,Q3,Q3_2018,36,9,1,02
2018/09/03,September,Sep-2018,2018,Monday,Q3,Q3_2018,36,9,2,03
2018/09/04,September,Sep-2018,2018,Tuesday,Q3,Q3_2018,36,9,3,04
2018/09/05,September,Sep-2018,2018,Wednesday,Q3,Q3_2018,36,9,4,05
2018/09/06,September,Sep-2018,2018,Thursday,Q3,Q3_2018,36,9,5,06
2018/09/07,September,Sep-2018,2018,Friday,Q3,Q3_2018,36,9,6,07
2018/09/08,September,Sep-2018,2018,Saturday,Q3,Q3_2018,36,9,7,08
2018/09/09,September,Sep-2018,2018,Sunday,Q3,Q3_2018,37,9,1,09
2018/09/10,September,Sep-2018,2018,Monday,Q3,Q3_2018,37,9,2,10
2018/09/11,September,Sep-2018,2018,Tuesday,Q3,Q3_2018,37,9,3,11
2018/09/12,September,Sep-2018,2018,Wednesday,Q3,Q3_2018,37,9,4,12
2018/09/13,September,Sep-2018,2018,Thursday,Q3,Q3_2018,37,9,5,13
2018/09/14,September,Sep-2018,2018,Friday,Q3,Q3_2018,37,9,6,14
2018/09/15,September,Sep-2018,2018,Saturday,Q3,Q3_2018,37,9,7,15
2018/09/16,September,Sep-2018,2018,Sunday,Q3,Q3_2018,38,9,1,16
2018/09/17,September,Sep-2018,2018,Monday,Q3,Q3_2018,38,9,2,17
2018/09/18,September,Sep-2018,2018,Tuesday,Q3,Q3_2018,38,9,3,18
2018/09/19,September,Sep-2018,2018,Wednesday,Q3,Q3_2018,38,9,4,19
2018/09/20,September,Sep-2018,2018,Thursday,Q3,Q3_2018,38,9,5,20
2018/09/21,September,Sep-2018,2018,Friday,Q3,Q3_2018,38,9,6,21
2018/09/22,September,Sep-2018,2018,Saturday,Q3,Q3_2018,38,9,7,22
2018/09/23,September,Sep-2018,2018,Sunday,Q3,Q3_2018,39,9,1,23
2018/09/24,September,Sep-2018,2018,Monday,Q3,Q3_2018,39,9,2,24
2018/09/25,September,Sep-2018,2018,Tuesday,Q3,Q3_2018,39,9,3,25
2018/09/26,September,Sep-2018,2018,Wednesday,Q3,Q3_2018,39,9,4,26
2018/09/27,September,Sep-2018,2018,Thursday,Q3,Q3_2018,39,9,5,27
2018/09/28,September,Sep-2018,2018,Friday,Q3,Q3_2018,39,9,6,28
2018/09/29,September,Sep-2018,2018,Saturday,Q3,Q3_2018,39,9,7,29
2018/09/30,September,Sep-2018,2018,Sunday,Q3,Q3_2018,40,9,1,30
2018/10/01,October,Oct-2018,2018,Monday,Q4,Q4_2018,40,10,2,01
2018/10/02,October,Oct-2018,2018,Tuesday,Q4,Q4_2018,40,10,3,02
2018/10/03,October,Oct-2018,2018,Wednesday,Q4,Q4_2018,40,10,4,03
2018/10/04,October,Oct-2018,2018,Thursday,Q4,Q4_2018,40,10,5,04
2018/10/05,October,Oct-2018,2018,Friday,Q4,Q4_2018,40,10,6,05
2018/10/06,October,Oct-2018,2018,Saturday,Q4,Q4_2018,40,10,7,06
2018/10/07,October,Oct-2018,2018,Sunday,Q4,Q4_2018,41,10,1,07
2018/10/08,October,Oct-2018,2018,Monday,Q4,Q4_2018,41,10,2,08
2018/10/09,October,Oct-2018,2018,Tuesday,Q4,Q4_2018,41,10,3,09
2018/10/10,October,Oct-2018,2018,Wednesday,Q4,Q4_2018,41,10,4,10
2018/10/11,October,Oct-2018,2018,Thursday,Q4,Q4_2018,41,10,5,11
